SystemTime,interbeat_interval
2025-03-17 16:27:57.424479834,"1108,3984375"
2025-03-17 16:27:58.425469752,"1031,25"
2025-03-17 16:27:59.426459575,"956,0546875"
2025-03-17 16:28:00.427449883,"956,0546875"
2025-03-17 16:28:02.428934805,"937,5"
2025-03-17 16:28:03.429925042,"923,828125"
2025-03-17 16:28:04.430914924,"946,2890625"
2025-03-17 16:28:05.431904860,"988,28125"
2025-03-17 16:28:06.432894696,"1436,5234375"
2025-03-17 16:28:07.433884608,"1194,3359375"
2025-03-17 16:28:08.434874801,"1011,71875"
2025-03-17 16:28:09.435864767,"918,9453125"
2025-03-17 16:28:10.436854807,"853,515625"
2025-03-17 16:28:11.437844719,"821,2890625"
2025-03-17 16:28:12.438835014,"880,859375"
2025-03-17 16:28:13.439824839,"872,0703125"
2025-03-17 16:28:14.440814805,"835,9375"
2025-03-17 16:28:15.441805014,"925,78125"
2025-03-17 16:28:16.442794827,"1008,7890625"
2025-03-17 16:28:16.442794963,"1026,3671875"
2025-03-17 16:28:18.444775071,"986,328125"
2025-03-17 16:28:18.444775942,"890,625"
2025-03-17 16:28:19.445764775,"841,796875"
2025-03-17 16:28:20.446754782,"807,6171875"
2025-03-17 16:28:21.447744702,"789,0625"
2025-03-17 16:28:22.448735027,"793,9453125"
2025-03-17 16:28:22.448735149,"892,578125"
2025-03-17 16:28:23.449724811,"958,984375"
2025-03-17 16:28:24.450714654,"903,3203125"
2025-03-17 16:28:25.451704897,"874,0234375"
2025-03-17 16:28:26.452694804,"946,2890625"
2025-03-17 16:28:27.453684958,"862,3046875"
2025-03-17 16:28:28.454675235,"844,7265625"
2025-03-17 16:28:28.454675346,"807,6171875"
2025-03-17 16:28:30.456654862,"772,4609375"
2025-03-17 16:28:30.456655187,"754,8828125"
2025-03-17 16:28:32.458634730,"721,6796875"
2025-03-17 16:28:32.458635524,"736,328125"
2025-03-17 16:28:33.459624265,"877,9296875"
2025-03-17 16:28:34.460614853,"1360,3515625"
2025-03-17 16:28:35.461605116,"1161,1328125"
2025-03-17 16:28:36.462594752,"1058,59375"
2025-03-17 16:28:36.463585011,
2025-03-17 16:28:37.464575004,"991,2109375"
2025-03-17 16:28:38.465564792,"981,4453125"
2025-03-17 16:28:39.466554344,"1345,703125"
2025-03-17 16:28:40.467545992,"1302,734375"
2025-03-17 16:28:41.468535944,"1073,2421875"
2025-03-17 16:28:42.469525165,"1018,5546875"
2025-03-17 16:28:43.470514829,
2025-03-17 16:28:44.471504699,"1386,71875"
2025-03-17 16:28:45.472495115,"1157,2265625"
2025-03-17 16:28:46.473484630,"1097,65625"
2025-03-17 16:28:47.474474981,"1355,46875"
2025-03-17 16:28:48.475464709,"1213,8671875"
2025-03-17 16:28:49.476455074,
2025-03-17 16:28:51.477940084,"1094,7265625"
2025-03-17 16:28:52.478929907,"1252,9296875"
2025-03-17 16:28:53.479920010,"1144,53125"
2025-03-17 16:28:54.480910246,"1052,734375"
2025-03-17 16:28:55.481900071,"999,0234375"
2025-03-17 16:28:56.482890375,"916,015625"
2025-03-17 16:28:57.483879841,"1037,109375"
2025-03-17 16:28:58.484869999,"1390,625"
2025-03-17 16:28:59.485860016,"1240,234375"
2025-03-17 16:29:00.486850160,"1101,5625"
2025-03-17 16:29:01.487840170,
2025-03-17 16:29:02.488830020,"992,1875"
2025-03-17 16:29:03.489819886,"1124,0234375"
2025-03-17 16:29:04.490809940,"1335,9375"
2025-03-17 16:29:05.491800077,"1119,140625"
2025-03-17 16:29:06.492790226,"1073,2421875"
2025-03-17 16:29:07.493779692,
2025-03-17 16:29:08.494770024,"1138,671875"
2025-03-17 16:29:09.495760124,"1198,2421875"
2025-03-17 16:29:10.496750195,"1376,953125"
2025-03-17 16:29:11.497739660,"1228,515625"
2025-03-17 16:29:12.498730072,"1063,4765625"
2025-03-17 16:29:13.499720109,"946,2890625"
2025-03-17 16:29:14.500710094,"1011,71875"
2025-03-17 16:29:15.501700052,"1061,5234375"
2025-03-17 16:29:16.502689668,"1070,3125"
2025-03-17 16:29:17.503680173,"992,1875"
2025-03-17 16:29:18.504670490,"984,375"
2025-03-17 16:29:20.506650839,"1067,3828125"
2025-03-17 16:29:20.506651015,"1011,71875"
2025-03-17 16:29:21.507639797,1000
2025-03-17 16:29:22.508629967,"993,1640625"
2025-03-17 16:29:23.509619977,"912,109375"
2025-03-17 16:29:24.510609828,"910,15625"
2025-03-17 16:29:25.511599991,"1008,7890625"
2025-03-17 16:29:25.512590068,"1006,8359375"
2025-03-17 16:29:26.513580472,"1036,1328125"
2025-03-17 16:29:27.514570302,"1036,1328125"
2025-03-17 16:29:28.515560024,"1031,25"
2025-03-17 16:29:30.517045032,"1014,6484375"
2025-03-17 16:29:30.517540253,"1029,296875"
2025-03-17 16:29:31.518530014,"1027,34375"
2025-03-17 16:29:32.519520113,"1091,796875"
2025-03-17 16:29:33.520510190,"1138,671875"
2025-03-17 16:29:34.521500038,"1083,984375"
2025-03-17 16:29:35.522490443,"968,75"
2025-03-17 16:29:36.523480097,"942,3828125"
2025-03-17 16:29:37.524470267,"905,2734375"
2025-03-17 16:29:38.525459953,
2025-03-17 16:29:39.526450353,"879,8828125"
2025-03-17 16:29:41.527935688,"952,1484375"
2025-03-17 16:29:42.528925332,"1413,0859375"
2025-03-17 16:29:43.529915222,"1124,0234375"
2025-03-17 16:29:44.530905322,"1113,28125"
2025-03-17 16:29:45.531895450,"1079,1015625"
2025-03-17 16:29:46.532885495,"909,1796875"
2025-03-17 16:29:46.532885622,"858,3984375"
2025-03-17 16:29:47.533875402,"874,0234375"
2025-03-17 16:29:48.534865286,
2025-03-17 16:29:49.535855389,"887,6953125"
2025-03-17 16:29:50.536845383,"935,546875"
2025-03-17 16:29:51.537835220,"1362,3046875"
2025-03-17 16:29:51.537835329,"951,171875"
